,puma,Unemployment_BABS_score,FT_Work_BABS_score,Poverty_BABS_score,Working_Poor_BABS_score,Rent_Burden_BABS_score,Home_ownership_BABS_score,Income_level_BABS_score,Overall_BABS_score,Unemployment_HS_score,FT_Work_HS_score,Poverty_HS_score,Working_Poor_HS_score,Rent_Burden_HS_score,Home_ownership_HS_score,Income_level_HS_score,Overall_HS_score,Unemployment_BABS_grade,FT_Work_BABS_grade,Poverty_BABS_grade,Working_Poor_BABS_grade,Rent_Burden_BABS_grade,Home_ownership_BABS_grade,Income_level_BABS_grade,Overall_BABS_grade,Unemployment_HS_grade,FT_Work_HS_grade,Poverty_HS_grade,Working_Poor_HS_grade,Income_level_HS_grade,Rent_Burden_HS_grade,Home_ownership_HS_grade,Overall_HS_grade,Home_Ownership_BABS_score
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.24035742891488085,-2.6564355786131153,-1.0287217656762344,-0.7493045250830055,-1.1183672554367825,-1.336631020038421,0.0018800862773385202,-0.9496032328079055,0.29146255447013436,-1.6962163106375652,0.6248479756439557,0.5515468531150173,0.35519778812237746,-0.08638222543093912,1.0689348819416105,0.15848450246065585,C,E,D,C-,D,D-,C,D,B-,D-,B-,B-,B,B-,C,C,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.24035742891488085,0.016966795600483555,0.4120461040466307,0.41801237163320476,0.4613866031503306,-0.4394038182314607,0.019056913102563043,0.16120319974523326,0.16261926885332303,-1.5318740448448875,0.5937321988015264,#DIV/0!,-0.06903679348421357,-1.3097603597515821,0.6580221853550153,#DIV/0!,C,C,B-,B-,B-,C-,C,C,C,D-,B-,#DIV!0,B-,C,D-,#DIV!0,#DIV/0!
114,Suffolk County (Northwest)--Smithtown Town PUMA,0.24035742891488085,-0.8629572593265498,0.5221306176879636,0.33293820148692577,#DIV/0!,-0.1541788040862993,-0.18628247040729587,#DIV/0!,0.29146255447013436,-1.071621065900981,-1.02510883865225,0.5515468531150173,0.35519778812237746,-0.3462701794623283,-0.41204336403090913,-0.23669089319127706,C,D,B-,B-,#DIV!0,C,C,#DIV!0,B-,D,D,B-,C-,B-,C-,C,#DIV/0!
115,Ulster County (East) PUMA,-0.9653705835482684,-1.8625759847503909,-0.9579772193471447,-1.0189158682825508,-0.7235812173394726,0.13743277777614976,-0.6085629070174988,-0.8570787146441681,-0.2053836134163164,0.8971405081477584,0.4164766959803483,0.025901662413367974,0.10642512415542904,-0.7647973619522724,-1.335376004428312,-0.12280185558571388,D,E,D,D,C-,C,C-,D,C,B,B-,C,D-,C,D,C,#DIV/0!
116,Westchester County (Northeast) PUMA,-0.02942805729167011,0.2819710782094694,-0.22845360416674354,0.46850970198944564,0.6670975407403884,0.2251787465122448,-0.513932809462623,0.12442037093293022,0.1728350282827591,-0.6548590626890552,-0.8170008345043671,#DIV/0!,#DIV/0!,-0.21019878624555757,-0.8576704760184484,#DIV/0!,C,B-,C,B-,B-,C,C-,C,C,C-,D,#DIV!0,D,#DIV!0,C,#DIV!0,#DIV/0!
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.019292880145214176,-0.9880340694896235,0.2679616024985884,0.32115874969000585,0.16460123639908483,4.347682216687456,-0.22195196079234744,0.5586729507340541,#DIV/0!,0.03846040045127629,0.40613606019841975,0.15213053188154715,0.2751785278498121,-0.43103071545600197,0.5976727530602218,#DIV/0!,C,D,B-,B-,C,A,C,B-,#DIV!0,C,B-,C,B-,B-,C-,#DIV!0,#DIV/0!
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,-3.3424471673398886,-0.8715042124584461,-0.01417940013375598,0.46850970198944564,-0.14703403634097226,-1.1106760201885626,-0.5198640741503958,-0.7910278869460823,0.29146255447013436,1.2784644897414281,0.3676992884748638,#DIV/0!,0.25404844652985575,-1.026804589148346,0.031157166768445557,#DIV/0!,E,D,C,B-,C,D,C-,D,B-,A-,B-,#DIV!0,C,B-,D,#DIV!0,#DIV/0!
119,Dutchess County (North & East) PUMA,-1.333615618383487,-1.831777888796242,-1.16633760385094,0.46850970198944564,-1.2888506309824836,0.0028235621518014754,0.8393429461134266,-0.6157007902512113,0.29146255447013436,0.2691625491619996,0.9453935667048867,0.5515468531150173,0.35519778812237746,-0.2619218195963464,-0.2916668429360117,0.26559637843457967,D-,E,D,B-,D-,C,B,C-,B-,B-,B,B-,C-,B-,C-,B-,#DIV/0!
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.24035742891488085,0.06406896068401363,0.6004635751385465,0.46850970198944564,#DIV/0!,0.3692632512775306,0.12373063104067482,#DIV/0!,0.23388168548348603,1.8843525875078246,0.022734216517760565,#DIV/0!,0.29121760911282357,0.1325447460963025,-0.44970726386173665,#DIV/0!,C,C,B-,B-,#DIV!0,B-,C,#DIV!0,C,A,C,#DIV!0,C-,B-,C,#DIV!0,#DIV/0!
121,Broome (Outer West) & Tioga Counties PUMA,0.24035742891488085,-2.237495858285458,0.6004635751385465,0.46850970198944564,0.6670975407403884,-0.6212597146657564,-0.23735733922248772,-0.15995495219863434,0.29146255447013436,0.8634467832087075,0.9453935667048867,0.5515468531150173,#DIV/0!,0.7876513055993345,0.5562458626547732,#DIV/0!,C,E,B-,B-,B-,C-,C,C,B-,B,B,B-,B-,#DIV!0,B,#DIV!0,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.24035742891488085,0.31991182681380614,-0.44239235696804374,0.46850970198944564,0.6670975407403884,-0.0789891881268727,-0.34438940459878437,0.11858650696640291,0.29146255447013436,-0.7374242541285502,0.5479618227971029,0.21343941618761378,0.2825694456184337,-0.3117348088874832,0.07263636635910323,0.0512729346309078,C,B-,C-,B-,B-,C,C-,C,B-,C-,B-,C,C,B-,C-,C,#DIV/0!
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",#DIV/0!,0.20771460294907526,0.06769675752226975,#DIV/0!,#DIV/0!,-0.3102381666888826,-0.06744330783742329,#DIV/0!,#DIV/0!,2.6571214311918694,0.497331392197558,#DIV/0!,#DIV/0!,-0.4433662707519492,0.18706387196953045,#DIV/0!,#DIV!0,C,C,#DIV!0,#DIV!0,C-,C,#DIV!0,#DIV!0,A,B-,#DIV!0,C,#DIV!0,C-,#DIV!0,#DIV/0!
124,Orange County (Northeast)--Greater Newburgh City PUMA,0.24035742891488085,0.7256893215174754,-0.7055393523064101,#DIV/0!,0.6670975407403884,0.012858284619800152,-0.43285651504960604,#DIV/0!,0.2098125860652072,0.13091957666465,0.7699736087242437,0.5515468531150173,0.19515703478214344,0.25941412868988484,1.5612116382754313,0.5254336323309398,C,B-,C-,#DIV!0,B-,C,C-,#DIV!0,C,C,B,B-,A-,C,B-,B-,#DIV/0!
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.24035742891488085,-0.35081732837805574,0.024183080073761253,0.46850970198944564,-0.10335922091411637,-0.6569636657577214,-0.3191984512623199,-0.09961263647630367,0.29146255447013436,1.104115750989035,0.9453935667048867,0.5515468531150173,0.35519778812237746,2.807874817048059,0.5739260033970753,0.9470739048352266,C,C-,C,B-,C,C-,C-,C,B-,B,B,B-,B-,B-,A,B,#DIV/0!
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.21035179817509125,0.33175834083015776,0.5159873692498668,0.40865107313417526,0.617023997807036,0.4974833073162434,-0.0932473431231788,0.3554297919127703,#DIV/0!,0.6721203202708839,0.7893107955371935,0.45732584325718095,0.3315394637849819,0.6803895763729141,0.1651795061140837,#DIV/0!,C,B-,B-,B-,B-,B-,C,B-,#DIV!0,B-,B,B-,C,B-,B-,#DIV!0,#DIV/0!
127,Onondaga County (North) PUMA,-0.16890094081000362,0.2975841243388836,0.6004635751385465,0.46850970198944564,0.6670975407403884,-0.42043454506379113,0.13588246740029758,0.22574313196196671,0.29146255447013436,0.19258579972187165,-0.33975627805286196,0.1259907055282081,-0.19969639512897397,0.5915834579101137,0.7719986942511484,0.2048812198142343,C,B-,B-,B-,B-,C-,C,C,B-,C,C-,C,B,C,B-,C,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.22673677766135497,0.8917940561003765,0.3177080528681928,#DIV/0!,0.6670975407403884,0.2527628092295919,-0.178720578154817,#DIV/0!,#DIV/0!,-0.3942811358852382,0.7760128765758902,#DIV/0!,0.35519778812237746,0.22659231666676463,-0.1237701714448601,#DIV/0!,C,B,B-,#DIV!0,B-,B-,C,#DIV!0,#DIV!0,C-,B,#DIV!0,C,B-,C,#DIV!0,#DIV/0!
129,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.29146255447013436,0.8776256313038061,0.9453935667048867,0.5515468531150173,#DIV/0!,0.8983208036180003,0.39166065666125155,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,B-,B,B,B-,B-,#DIV!0,B,#DIV!0,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,0.24035742891488085,1.2133177129581898,-1.1074323188770951,-4.0337111206937895,-0.8801573222736581,-0.4980128887042125,-0.6944084200913767,-0.8228638469667231,0.29146255447013436,-0.7806048904975064,0.3006968096277468,0.5515468531150173,-0.4014921815829808,0.03462184056418497,0.5698369198388553,0.08086684364792165,C,B,D,E,D,C-,C-,D,B-,D,B-,B-,B-,C-,C,C,#DIV/0!
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,-0.5605344582693909,1.1975584382890825,0.6004635751385465,0.46850970198944564,0.6670975407403884,0.5336438063287374,0.6521847492342547,0.5084176219215807,0.1320851249875306,-0.3853397809087097,0.6305296209666401,0.46899403183337884,0.35519778812237746,0.649434301800426,0.41916223168110855,0.32429475978325023,C-,B,B-,B-,B-,B-,B-,B-,C,C-,B-,B-,B-,B-,B-,B-,#DIV/0!
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.24035742891488085,-2.258843782638573,0.6004635751385465,0.46850970198944564,#DIV/0!,0.7779708744439736,-0.575162061462918,#DIV/0!,0.29146255447013436,0.09437283809312609,0.9453935667048867,0.5515468531150173,-0.7490295215994582,0.19414824288597674,-0.007443706526295275,0.18863583244905535,C,E,B-,B-,#DIV!0,B,C-,#DIV!0,B-,C,B,B-,C,C-,C,C,#DIV/0!
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",#DIV/0!,-0.4317718454446006,#DIV/0!,#DIV/0!,#DIV/0!,-0.6667909256473327,0.17219707179053598,#DIV/0!,0.260731525750205,-0.07516548792155453,0.7210176411913979,#DIV/0!,0.33810160208359913,0.3953702302021556,0.685663462598323,#DIV/0!,#DIV!0,C-,#DIV!0,#DIV!0,#DIV!0,C-,C,#DIV!0,B-,C,B-,#DIV!0,B-,B-,B-,#DIV!0,#DIV/0!
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",#DIV/0!,-0.254284214596368,0.5161298703792195,#DIV/0!,#DIV/0!,1.508211907507582,0.3755280503746682,#DIV/0!,0.2624304373475448,0.38078332195503656,0.6363963347789111,#DIV/0!,#DIV/0!,0.40116948501365757,0.06030293933994609,#DIV/0!,#DIV!0,C-,B-,#DIV!0,#DIV!0,A-,B-,#DIV!0,B-,B-,B-,#DIV!0,C,#DIV!0,B-,#DIV!0,#DIV/0!
135,Monroe County (Central)--Rochester City (West) PUMA,0.24035742891488085,-2.7810382607610284,-0.6029513041619129,#DIV/0!,-1.3855461830008657,-2.312175368845535,-0.3826798561168882,#DIV/0!,-0.15092349360206592,-1.8038950149172506,0.11367006255136874,0.2446550032869215,0.25279925954485355,0.4671140459505111,0.8889474493859928,0.0017667588857616101,C,E,C-,#DIV!0,D-,E,C-,#DIV!0,C,E,C,C,B,B-,B-,C,#DIV/0!
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.23973921189603864,0.6405705926084192,0.4269099262406884,0.3960319386444184,#DIV/0!,-0.04185460269625605,-0.03532082903272453,#DIV/0!,0.24419122546082633,-0.730757419160207,0.437811353964105,0.394278764613455,0.31754031867919563,-0.14916507119645306,0.4718842017168876,0.14082619629682994,C,B-,B-,B-,#DIV!0,C,C,#DIV!0,C,C-,B-,B-,B-,B-,C,C,#DIV/0!
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.06139169236913033,0.4456316892059991,0.1924224635843007,0.18358382159572526,#DIV/0!,0.313153201385138,0.04445924997799574,#DIV/0!,0.2665334468909012,0.159659789544995,0.6873468429814945,#DIV/0!,0.35519778812237746,0.5754799885951667,-0.4810141539844631,#DIV/0!,C,B-,C,C,#DIV!0,B-,C,#DIV!0,B-,C,B-,#DIV!0,C-,B-,B-,#DIV!0,#DIV/0!
138,Putnam County PUMA,0.08951466645181717,0.6404218933050191,-0.585485430318947,0.46850970198944564,0.6670975407403884,0.3416213098659469,-0.24969885183748972,0.1959972614565972,0.29146255447013436,1.2240635784439513,0.18347865790898737,0.5515468531150173,0.35519778812237746,0.37850924758453125,0.624522103591844,0.5155401118909776,C,B-,C-,B-,B-,B-,C,C,B-,B,C,B-,B-,B-,B-,B-,#DIV/0!
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.17843192710692382,0.19307799010593685,-0.18382638946751179,-0.2257036293982159,-0.6598824290668427,2.0980870763755823,-0.2672244648834143,0.16185144011035119,0.2054262705421775,-0.1380329003073786,-1.9355860486020091,-0.676915459522271,-0.2834737586580932,-0.9625643235509967,-0.03390414237848991,-0.5464357660681516,C,C,C,C,C-,A,C-,C,C,C,E,C-,C,C-,D,C-,#DIV/0!
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.24035742891488085,0.025833598331891278,0.6004635751385465,#DIV/0!,0.6670975407403884,0.2348039193323234,0.21931495889078995,#DIV/0!,#DIV/0!,-0.11105598443981339,-0.08331920282634918,#DIV/0!,-0.6045194675932161,0.23257747742461474,-1.752410227809969,#DIV/0!,C,C,B-,#DIV!0,B-,C,C,#DIV!0,#DIV!0,C,C,#DIV!0,E,C-,C,#DIV!0,#DIV/0!
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.24035742891488085,0.35205907978935436,-8.777801320490736,-1.466680314483086,#DIV/0!,0.4526969659541369,0.23585989657705597,#DIV/0!,0.29146255447013436,0.6276501947744441,-0.7944777309787066,#DIV/0!,#DIV/0!,-0.6581694677451956,-1.143319157404504,#DIV/0!,C,B-,E,D-,#DIV!0,B-,C,#DIV!0,B-,B-,D,#DIV!0,D,#DIV!0,C-,#DIV!0,#DIV/0!
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",#DIV/0!,-0.2739049658515383,0.37047892978868896,0.38010421635154684,#DIV/0!,-2.1644273085001666,-0.3484437118458426,#DIV/0!,#DIV/0!,-1.389423581875194,0.451695721095654,#DIV/0!,0.2841457391477253,#DIV/0!,1.6903319999541737,#DIV/0!,#DIV!0,C-,B-,B-,#DIV!0,E,C-,#DIV!0,#DIV!0,D-,B-,#DIV!0,A-,B-,#DIV!0,#DIV!0,#DIV/0!
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.24035742891488085,0.1811623872721925,0.6004635751385465,0.46850970198944564,#DIV/0!,0.41070341135551985,0.1455594420126417,#DIV/0!,-0.14039573097633226,0.6403235232927269,0.9453935667048867,0.5515468531150173,0.35519778812237746,0.3580697817125838,-0.7780700095305636,0.2760093960629567,C,C,B-,B-,#DIV!0,B-,C,#DIV!0,C,B-,B,B-,D,B-,B-,B-,#DIV/0!
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.24035742891488085,1.6123633464718046,0.20285108113000433,-1.238289210958721,0.3158945765809732,-0.27391318342160853,-0.04816986372349048,0.11587059642769182,0.1386274867790374,0.9335997906271435,-0.5582380032991208,#DIV/0!,-0.8149271718990749,-1.4385102037227147,-0.7883582312209787,#DIV/0!,C,A-,C,D,B-,C-,C,C,C,B,C-,#DIV!0,D,D,D-,#DIV!0,#DIV/0!
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.24035742891488085,1.3607822657553394,0.33705374347412603,0.46850970198944564,0.6670975407403884,-0.6526627086641924,-0.4834824239722671,0.2768079354625316,0.29146255447013436,1.6090919927423573,0.7665035821344013,0.5171398337499548,0.3189799241480895,-0.010524646165487784,0.6496093355702223,0.5917517966642388,C,A-,B-,B-,B-,C-,C-,B-,B-,A-,B,B-,B-,B-,C,B-,#DIV/0!
146,Capital Region,0.09168126396307374,0.2754227040414811,0.18371090575500082,0.09675139758319631,-0.1656413422110097,-0.17349383087080356,-0.14618675087874586,0.023177763911741846,0.29146255447013436,0.5181969856845798,0.4816050423335409,0.3665545703420363,0.004222399808341881,-0.35936879374553043,0.2962390803947331,0.2284159770411194,C,B-,C,C,C,C,C,C,B-,B-,B-,B-,B-,C,C-,C,#DIV/0!
147,Central NY,-2.2078882366104224,0.9076561142503623,-0.5824851845441232,-0.5197175442102537,0.24138153955044434,-0.9332330648803665,#DIV/0!,#DIV/0!,-0.7128677869118637,-0.3626237289621557,-0.5106793937249633,-1.4257409584672254,-1.7036036825976197,-0.5294832760323841,#DIV/0!,#DIV/0!,E,B,C-,C-,C,D,#DIV!0,#DIV!0,C-,C-,C-,D-,#DIV!0,D-,C-,#DIV!0,#DIV/0!
148,Finger Lakes,0.7014148346255867,0.4677303131417827,-0.9199538805145961,-1.3718473090836236,-2.411357759490594,0.2887747952603448,#DIV/0!,#DIV/0!,-0.2781909632932544,-0.7372081911504051,0.09289277919590047,0.9065097495145055,0.16268686103520116,0.5430140271227928,1.3093806641977392,0.2855835609460685,B-,B-,D,D-,E,B-,#DIV!0,#DIV!0,C-,C-,C,B,A-,C,B-,B-,#DIV/0!
149,Long Island,0.6307136084956941,0.38131355500736885,1.0070003909243688,0.8692496605854213,0.7112099250015992,0.9587218703256167,-0.2722578116368428,0.6122787426718894,0.6362425296351663,0.7019279283461769,0.2068738767783525,-0.011134339596235861,0.46252363260511803,0.566403481686751,-0.22782325939412248,0.3335734071516009,B-,B-,B,B,B-,B,C-,B-,B-,B-,C,C,C,B-,B-,B-,#DIV/0!
150,Mid-Hudson,0.32941299874804125,0.43801298056420135,0.18554185948238525,-0.5106127196528322,0.8391329033895484,0.4401296326596591,-0.884721623781337,0.1195565759156666,0.7328827532840988,0.45220664441244574,0.42960556469766703,0.39481212680241523,-0.04000465452090124,-0.8678818958721755,-0.09297631944099721,0.14409203133750761,B-,B-,C,C-,B,B-,D,C,B-,B-,B-,B-,C,C,D,C,#DIV/0!
151,Mohawk Valley,1.1911919962762503,0.6581124179709905,1.2000718954718304,0.7736780391404252,0.09294166875636689,0.8280469867118531,#DIV/0!,#DIV/0!,-0.9512354388185239,0.4129212293573238,-1.8925990561587334,-1.6253606762608726,0.1661466445435234,-0.9001039990591342,#DIV/0!,#DIV/0!,B,B-,B,B,C,B,#DIV!0,#DIV!0,D,B-,E,D-,#DIV!0,C,D,#DIV!0,#DIV/0!
152,New York City,0.257043865839797,-0.13898842866067823,0.3450376869733478,0.3042832605832105,0.16276988254680325,1.5199466518733855,#DIV/0!,#DIV/0!,0.6739019771947504,0.6349166863291458,0.47372405138561435,0.3021644484894947,0.2745661726981983,-1.0374801567796885,0.021100882846289134,0.19184200888054342,B-,C,B-,B-,C,A-,#DIV!0,#DIV!0,B-,B-,B-,B-,C,B-,D,C,#DIV/0!
153,North Country,-0.724013683479349,-0.06347108814914773,1.0063725618575012,1.458146043352334,1.2234017849429206,-1.4884560692681803,-0.4750881627180981,0.13384162664828297,-2.062325042357063,-1.9536056403890631,0.33415132422452376,-0.06547322641983352,1.3094158743349706,0.37309901197137446,-1.6699161226700603,-0.5335219744721644,C-,C,B,A-,B,D-,C-,C,E,E,B-,C,D-,A-,B-,C-,#DIV/0!
154,Southern Tier,0.6404245688669222,-2.570809970660637,-1.14633388880432,0.2566678471224275,-0.4377087883059315,-0.9558093280373129,0.08998869464061207,-0.5890829807397485,0.9641638321266006,-0.4451521164684914,1.2335589677391356,1.2575304960780218,1.3874999577509672,2.275350092362465,#DIV/0!,#DIV/0!,B-,E,D,B-,C-,D,C,C-,B,C-,B,A-,#DIV!0,A-,A,#DIV!0,#DIV/0!
155,Western NY,-0.840877561289202,-0.5648715296754457,-1.615343323916399,-1.6678943641209343,-0.43973767862066226,-0.8727927162919181,1.9373012003693098,-0.5806022819350358,0.03326430701348794,-0.4002303502389563,-1.4076943635690722,-0.7708577189999111,-0.8167746451263777,-0.0406537511225693,#DIV/0!,#DIV/0!,D,C-,D-,D-,C-,D,A,C-,C,C-,D-,D,#DIV!0,D,C,#DIV!0,#DIV/0!
