,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",-0.3692117163877696,-0.12348447643504845,-1.043412680528461,-0.6305025765517845,-0.3631183560420883,-1.0511188294245186,-0.6436024671802179,-0.603493014649984,C-,C,D,C-,C-,D,C-,C-
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.37470406647063625,-0.2693838903058294,-0.8067795076364921,-0.9317422528037514,0.4856332943368827,-1.0723774542767455,-0.03279914991529177,-0.321820699161513,B-,C-,D,D,B-,D,C,C-
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
110,Livingston & Wyoming Counties PUMA,0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,#DIV/0!,-0.2968926563339756,0.6999181064803034,#DIV/0!,B-,B,A-,B,#DIV!0,C-,B-,#DIV!0
111,Putnam County PUMA,0.37470406647063625,0.5429532655029022,0.710641019380817,0.2860177942506752,1.0678112883289521,-0.21933295226993532,-0.06358566548557378,0.3856012594540676,B-,B-,B-,B-,B,C,C,B-
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.37470406647063625,0.9480564366277686,1.166045074839405,0.39568358432199197,1.0678112883289521,-0.3717468170045127,0.08257664715812317,0.5233043258203377,B-,B,B,B-,B,C-,C,B-
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.37470406647063625,0.9480564366277686,-0.5125097511248188,-0.655411563368753,-0.19197000894832866,-0.07715886860213379,-0.19201747634378427,-0.043758166469916225,B-,B,C-,C-,C,C,C,C
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.37470406647063625,-0.8823322697340191,-0.908775462638923,-0.6393099793306456,-1.8016599813183125,-0.2627026049221536,-0.2568643953397789,-0.6252772324018852,B-,D,D,C-,E,C-,C-,C-
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,-0.057487005928088364,-0.20452027971747128,-1.0457296561896077,-1.3099453115160953,0.5168243020517175,-0.9007328587914663,-0.7599195063134122,-0.5373586166292034,C,C,D,D-,B-,D,D,C-
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.37470406647063625,-3.3607682017003575,0.6361325959787433,#DIV/0!,-2.453344210421327,1.3203488192123063,#DIV/0!,#DIV/0!,B-,E,B-,#DIV!0,E,A-,#DIV!0,#DIV!0
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,-0.22185645380724658,-0.009249521293790091,-0.11227155424314256,-0.7296667416945822,0.036361697785940894,-0.6507313823365939,0.2194402113455816,-0.20971053489197614,C,C,C,C-,C,C-,C,C
118,Orange County (Northwest) PUMA,0.37470406647063625,-0.7510419387954359,0.010332345664205158,-0.5582967822640093,1.0678112883289521,0.5112512951962063,-0.43609366917499814,0.031238086489365213,B-,D,C,C-,B,B-,C-,C
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.37470406647063625,0.9480564366277686,0.3735080994575245,1.008023068050704,#DIV/0!,2.0625610905982814,-0.4134740478819637,#DIV/0!,B-,B,B-,B,#DIV!0,A,C-,#DIV!0
120,Monroe County (North & West) PUMA,0.37470406647063625,0.9480564366277686,-2.346272796040355,-2.636384504463728,#DIV/0!,2.0625610905982814,-0.8473726953783699,#DIV/0!,B-,B,E,E,#DIV!0,A,D,#DIV!0
121,Suffolk County (Northwest)--Smithtown Town PUMA,0.37470406647063625,0.9480564366277686,1.5612605158458388,1.008023068050704,1.0678112883289521,0.6149832355993313,-0.6559888094910492,0.702692828776026,B-,B,A-,B,B,B-,C-,B-
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.37470406647063625,0.36125152479319916,1.3869467621557483,1.008023068050704,1.0678112883289521,0.2572268312928185,-0.9017407850120077,0.5077461080114359,B-,B-,A-,B,B,B-,D,B-
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.18803680994775526,0.1770859972538896,-0.9387704638886061,-0.9593119932181484,-0.23334678775647497,-0.601483948874637,-0.5787003264972046,-0.42092724471906084,C,C,D,D,C,C-,C-,C-
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.37470406647063625,0.9480564366277686,0.6118177307948395,1.008023068050704,1.0678112883289521,-0.3106578359293021,-0.6616847584757909,0.43400999940968693,B-,B,B-,B,B,C-,C-,B-
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,-0.10507898896401456,0.49361008805409906,-0.03733084525718436,-0.11659760934821814,-0.691498946467804,0.5460624820213872,0.7270758621948326,0.11660600603329967,C,B-,C,C,C-,B-,B-,C
126,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.37470406647063625,0.08742021220728477,-0.3690215467144601,-0.22367932756996722,-1.13953476381964,-0.4743201591706915,-0.8701430205378227,-0.3735106484478086,B-,C,C-,C,D,C-,D,C-
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.37470406647063625,-1.823702102647634,-0.33218067562092735,0.16413360966109183,1.0678112883289521,0.032969403179190435,0.0706030172803836,-0.06366591333547246,B-,E,C-,C,B,C,C,C
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.37470406647063625,-2.567037347271492,-1.191774317528525,1.008023068050704,-1.8823460214347956,-0.5736372312284458,0.5452868313909724,-0.6123972787929921,B-,E,D,B,E,C-,B-,C-
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.37470406647063625,0.4064776492135977,0.3897336429763946,0.05613988955299039,0.6883764285498272,0.152189534546858,0.08732503440138382,0.30784946367309823,B-,B-,B-,C,B-,C,C,B-
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.37470406647063625,0.9480564366277686,-0.41270756785442453,-0.8330218208709145,#DIV/0!,2.0625610905982814,-0.45830572566447286,#DIV/0!,B-,B,C-,D,#DIV!0,A,C-,#DIV!0
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",-0.32979251750631156,0.5337396965999249,0.2537640216168301,0.11073313513538875,0.4047379993222193,-1.0476294195943996,0.23074994565535176,0.022328980175571955,C-,B-,B-,C,B-,D,C,C
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.37470406647063625,0.13338090997102642,-0.05741370054899661,-0.0706854155873006,-0.9979776249671497,0.40292865925330384,-0.26394872033316047,-0.06843026082023441,B-,C,C,C,D,B-,C-,C
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.09959950183407985,-0.2816122169615179,-0.40934895609676747,-0.6375473669962809,-0.47888577509752056,-0.9857769419873801,-0.08606806715561105,-0.39709140320871406,C,C-,C-,C-,C-,D,C,C-
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.37470406647063625,-2.3276582006977073,-1.4093788440676418,1.008023068050704,1.0678112883289521,-0.10072983510495347,0.081066989134525,-0.18659449541221215,B-,E,D-,B,B,C,C,C
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,-0.4025684341036255,0.4262847030802221,-0.9559809635654849,-1.2782975800053584,0.0820599323218446,-0.5112576314775087,-0.9246887084907291,-0.5092069546058057,C-,B-,D,D-,C,C-,D,C-
137,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.025794681941371137,-0.15806174974823928,-0.5631716613490614,-0.4876627421406197,0.23678221415581396,-0.525282490869683,-0.17098717185606252,-0.23465555998092583,C,C,C-,C-,C,C-,C,C
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",-0.18465630350302023,-0.011648672760258353,-0.7445876044937834,-0.47605123850151226,-0.4867877705316276,-1.0054995871672407,-0.5903056151054495,-0.49993382743755604,C,C,C-,C-,C-,D,C-,C-
140,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
141,Suffolk County (East) PUMA,0.37470406647063625,-0.047128949382026955,1.5612605158458388,1.008023068050704,1.0678112883289521,0.15713643087957918,1.0101195051223455,0.733132275045147,B-,C,A-,B,B,C,B,B-
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.37470406647063625,0.126102234413841,-0.7001297982460307,-0.792658626242844,-0.4287579076793742,-0.11948987524232094,-0.8984917071418063,-0.348388801952557,B-,C,C-,D,C-,C,D,C-
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.023878897250867618,-0.1860007270786718,-0.6009682780534507,-0.532729736754744,-0.5140962760937025,-0.6956867254486637,-0.38860088346851573,-0.4134576756638401,C,C,C-,C-,C-,C-,C-,C-
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.37470406647063625,0.4974865496703514,0.6640069110119114,0.0774556086511467,0.3111282995865232,1.6593076481210318,1.4839487889704395,0.7240054103545772,B-,B-,B-,C,B-,A-,A-,B-
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
146,Capital Region,0.37470406647063625,0.8248493778669959,-0.843748604507957,0.13193490262205074,-0.7975515174433138,-0.504663793419125,-0.36226106234694716,-0.16810523296538002,B-,B,D,C,D,C-,C-,C
147,Central NY,0.013390604033070736,0.5045461527521671,0.13580617482066956,-0.4322396244596949,1.0140452393790076,-0.256346456336373,0.5603218795203706,0.2199319956727454,C,B-,C,C-,B,C-,B-,C
148,Finger Lakes,-0.2044193011143787,0.6599107215510376,-0.2462260337721742,0.025959789452166027,0.08880148149613072,0.7184638116584581,-0.31015403133805497,0.10461949113331208,C,B-,C,C,C,B-,C-,C
149,Long Island,0.7965436505899388,0.36923659768850214,0.8865833208969616,0.5510043701751296,0.29764979190744895,1.3329882272294011,1.1719162454770304,0.7722746005663446,B,B-,B,B-,B-,A-,B,B
150,Mid-Hudson,0.5067860632846348,-0.0020681074990261607,-0.03967711327297628,-0.6718837144773637,-0.0701867467641754,-1.0197215158330457,-0.062046258715411425,-0.1941139133253377,B-,C,C,C-,C,D,C,C
151,Mohawk Valley,-0.887254559765831,-0.004277730270158881,-1.177314508265452,-0.5539572361838886,0.0023732001207782275,-0.029348672838191304,-0.1509711477142173,-0.40010723641670864,D,C,D,C-,C,C,C,C-
152,New York City,0.5471690914215013,-0.02111804259869264,-0.30228888495429845,-0.701953910207522,-0.09036987063238434,-1.0570984595584183,0.013403238843760988,-0.2303224053837219,B-,C,C-,C-,C,D,C,C
153,North Country,-2.1724748016734803,-2.293276186714351,1.4906189391883196,1.5909044623073052,0.42991040888719695,0.33860399847322264,1.8528737952075565,0.17673723081082413,E,E,A-,A-,B-,B-,A,C
154,Southern Tier,0.9842603761553103,-0.9888351196635323,1.429932988313179,1.5909044623073052,1.5350222245101683,1.680188182774439,-1.35242750993685,0.69700651492286,B,D,A-,A-,A-,A-,D-,B-
155,Western NY,-0.568261499086076,0.4640550757953113,-1.1851867006680252,-1.4796463953164758,-1.9017871258411099,-0.6450179625539445,-1.3322090499256116,-0.949721951085133,C-,B-,D,D-,E,C-,D-,D
