,puma,Unemployment_HSINC_score,FT_Work_HSINC_score,Poverty_HSINC_score,Working_Poor_HSINC_score,Rent_Burden_HSINC_score,Home_Ownership_HSINC_score,Income_level_HSINC_score,Overall_HSINC_score,Unemployment_HSINC_grade,FT_Work_HSINC_grade,Poverty_HSINC_grade,Working_Poor_HSINC_grade,Rent_Burden_HSINC_grade,Home_Ownership_HSINC_grade,Income_level_HSINC_grade,Overall_HSINC_grade
105,Genesee & Orleans Counties PUMA,0.561440058101629,1.052706414187616,1.498961239648656,1.0471212096087812,#DIV/0!,-1.0130836702493844,-0.2740926838966611,#DIV/0!,B-,B,A-,B,#DIV!0,D,C-,#DIV!0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.561440058101629,0.5193521984835635,-0.028486503878854832,0.2544937827763314,0.06543588246133528,0.15817743991410274,-0.16025776616898424,0.19573644166987464,B-,B-,C,B-,C,C,C,C
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",0.561440058101629,1.052706414187616,1.498961239648656,1.0471212096087812,-2.385489656797321,-1.0130836702493844,-0.7371194884861993,0.0035051580019682354,B-,B,A-,B,E,D,C-,C
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,-1.638923799489787,-2.334978018350213,-1.7732557044460004,-1.0018440209313513,-0.33288453615731567,-0.2785036647103883,-0.2481680784732891,-1.0869368317940493,D-,E,E,D,C-,C-,C,D
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",-0.12472975359646013,-0.25906194070492294,-0.6133311176600638,-0.736377221489267,-0.42236840160125233,-0.8386268431545878,-0.44710156661832173,-0.4916566921178393,C,C-,C-,C-,C-,D,C-,C-
110,Suffolk County (East) PUMA,0.561440058101629,1.052706414187616,-0.6381521224227775,-0.9383519260774292,1.1991323292479055,-0.1628177690850363,-0.19762814679611374,0.12518983387939905,B-,B,C-,D,B,C,C,C
111,Orange County (Northwest) PUMA,0.561440058101629,1.052706414187616,0.5369825994033087,1.0471212096087812,1.1991323292479055,-0.16484965451061284,0.41451713041654875,0.6638642980650251,B-,B,B-,B,B,C,B-,B-
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,-4.7656523109432944,-3.197680265145561,-0.9054562197984602,#DIV/0!,-2.385489656797321,0.21121009064089988,#DIV/0!,#DIV/0!,E,E,D,#DIV!0,E,C,#DIV!0,#DIV!0
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",-0.010227898976786968,-0.42106327971330054,-0.6065127451117563,0.3661737648319779,-0.46282105305261767,-0.5488134052041505,-0.3760809797847294,-0.2941922281444805,C,C-,C-,B-,C-,C-,C-,C-
114,Suffolk County (Northwest)--Smithtown Town PUMA,0.561440058101629,1.052706414187616,1.498961239648656,1.0471212096087812,#DIV/0!,2.002859496821803,3.826773779017284,#DIV/0!,B-,B,A-,B,#DIV!0,A,A,#DIV!0
115,Ulster County (East) PUMA,0.561440058101629,-0.122515709130313,1.498961239648656,1.0471212096087812,1.1991323292479055,0.9274695739787256,0.1670280030936337,0.7540909577927168,B-,C,A-,B,B,B,C,B
116,Westchester County (Northeast) PUMA,-1.7836364816122363,1.052706414187616,0.8847536529101377,0.4925059428751347,1.1991323292479055,-0.4816548518092312,-0.2079947134770974,0.1651160417603184,E,B,B,B-,B,C-,C,C
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.41405192676069824,0.21822518296467477,0.07599956803244805,0.06732243137545665,0.21199896387881995,-0.7258067162959329,-0.20750453083472536,0.007755260840205637,B-,C,C,C,C,C-,C,C
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.11170530784240316,-0.14641515002342786,-0.4246618464212482,-0.045888875190899896,-0.21148280414952167,-0.9675066239518,-0.09942376363576767,-0.25481053650432317,C,C,C-,C,C,D,C,C-
119,Dutchess County (North & East) PUMA,0.561440058101629,1.052706414187616,0.7029768655388346,-2.0413925570142126,1.1991323292479055,-0.6100313575993178,-1.125263682264533,-0.03720456140029688,B-,B,B-,E,B,C-,D,C
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.2875794927198998,0.1358690781220299,0.1151121566257418,0.2704006701691838,0.3977303540798162,-0.15263920409232534,0.14132175350646536,0.17076775730440166,B-,C,C,B-,B-,C,C,C
121,Broome (Outer West) & Tioga Counties PUMA,0.561440058101629,1.052706414187616,-1.9214072590014675,-2.0413925570142126,1.1991323292479055,-1.0130836702493844,-0.12717861254881793,-0.32711189961096176,B-,B,E,E,B,D,C,C-
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",-2.774623441534015,1.052706414187616,1.498961239648656,1.0471212096087812,1.1991323292479055,-1.0130836702493844,-0.5362714705622321,0.06770608719247527,E,B,A-,B,B,D,C-,C
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.561440058101629,-0.9892943036414904,0.27482935592124336,1.0471212096087812,0.21006438995449025,-0.7590608920121481,-0.17836246227782895,0.023819622236382322,B-,D,B-,B,C,D,C,C
124,Orange County (Northeast)--Greater Newburgh City PUMA,-1.4276236973781866,1.052706414187616,0.05235377426975073,1.0471212096087812,1.1991323292479055,0.6300108150367109,0.2722048572344871,0.4037008146010093,D-,B,C,B,B,B-,B-,B-
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.561440058101629,0.44104362524996316,-0.6148202108486193,-1.5032711400075067,-1.3349544318954112,-1.0130836702493844,-0.9096687242290923,-0.6247592134112031,B-,B-,C-,D-,D-,D,D,C-
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.561440058101629,-0.378725463356409,-0.37764690975997894,-0.9541587388572085,-1.6903946883494487,0.636232115444471,-0.6446377662344037,-0.40684162757304987,B-,C-,C-,D,D-,B-,C-,C-
127,Onondaga County (North) PUMA,0.561440058101629,-3.197680265145561,1.498961239648656,#DIV/0!,#DIV/0!,2.002859496821803,#DIV/0!,#DIV/0!,B-,E,A-,#DIV!0,#DIV!0,A,#DIV!0,#DIV!0
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.561440058101629,-1.8189391315602124,-0.8119075600591754,1.0471212096087812,-2.385489656797321,-0.03477152721182982,8.559378143557476,0.7309759336627639,B-,E,D,B,E,C,A,B-
129,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
130,Sullivan & Ulster (West) Counties PUMA,0.561440058101629,1.052706414187616,0.7609107101492735,0.7842689741515051,0.5985673891775011,0.5993046251896403,0.5637920148545046,0.7029985979730957,B-,B,B,B,B-,B-,B-,B-
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.561440058101629,1.052706414187616,0.24026563214541066,0.15325329443063615,1.1991323292479055,0.4924751587525524,-0.05138856004331514,0.5211263324032049,B-,B,C,C,B,B-,C,B-
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,-0.01713156343702497,0.1379049646189045,-0.5630014153920039,-0.1656336231217146,0.2296025556533364,0.7060516556009246,0.4639414131189704,0.1131048552916275,C,C,C-,C,C,B-,B-,C
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",-0.3182968779789797,0.22538987341488254,0.28360961529549117,0.5383298121187773,0.46483751712850885,-0.44603511145062086,-0.04439761041113991,0.1004910311595599,C-,C,B-,B-,B-,C-,C,C
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",-1.1593722041413677,0.24359666077238457,1.1376043166741137,1.0471212096087812,0.13651098978502785,0.36396569421355873,0.7395129957035714,0.3584199518022957,D,C,B,B,C,B-,B-,B-
135,Monroe County (Central)--Rochester City (West) PUMA,0.561440058101629,-0.16384870647485772,0.38694923349348387,1.0471212096087812,1.1991323292479055,-1.0130836702493844,-0.1692156597421963,0.2640706848550516,B-,C,B-,B,B,D,C,B-
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,-0.04156170904807649,-0.16168977990757738,0.948952234840596,0.7935864974233116,0.8481289524013716,0.35192109313861386,0.33394076399613937,0.43903972183491125,C,C,B,B,B,B-,B-,B-
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.561440058101629,0.5889608424095466,0.17653487040608112,0.026035466671506344,0.7604463390692808,0.29926435585492095,-0.32101036990476206,0.29881022322974327,B-,B-,C,C,B,B-,C-,B-
138,Putnam County PUMA,0.561440058101629,1.052706414187616,1.498961239648656,1.0471212096087812,1.1991323292479055,0.4483096404356892,-0.06454308396061069,0.8204468296099525,B-,B,A-,B,B,B-,C,B
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.45395754598050264,0.03349509121076831,0.3831728257062799,0.48980201614313723,0.6320058868629129,-0.3635184186463733,-0.20616401483145047,0.20325013320368243,B-,C,B-,B-,B-,C-,C,C
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0,#DIV!0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.561440058101629,-0.71965559881618,-0.32980281124748095,1.0471212096087812,0.13086749896952668,0.5994468058271983,0.23881980960283553,0.21831956743518707,B-,C-,C-,B,C,B-,C,C
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.18994191422073217,0.21881279158918726,-0.6655307153222069,-0.44995082226904304,-0.6432163681540456,-0.9564048940488102,-0.33155927496640863,-0.376843909850085,C,C,C-,C-,C-,D,C-,C-
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.561440058101629,1.052706414187616,1.498961239648656,1.0471212096087812,#DIV/0!,2.002859496821803,0.4559774945685089,#DIV/0!,B-,B,A-,B,#DIV!0,A,B-,#DIV!0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.3320267983071757,-1.387745612498515,-0.33155034458400723,-0.11910648621219055,-0.8371450411979336,-0.8720829476431649,-0.23291967772237934,-0.4926461873644307,B-,D-,C-,C,D,D,C,C-
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",-2.769594947326285,-0.602820996898973,-0.06508388040936194,0.5202318985205312,-0.9144646307850197,-0.809422647712689,0.045143897709661235,-0.6565730438431624,E,C-,C,B-,D,D,C,C-
146,Capital Region,0.561440058101629,-0.41810187954058037,0.33477737295443105,-0.61485929260987,-1.1100430964828072,0.44093380568851387,-0.25210341967266464,-0.15113663593733545,B-,C-,B-,C-,D,B-,C-,C
147,Central NY,0.8608361246575771,0.46413651247829796,0.6172653201546212,1.4321034127286385,-1.1584395835808552,0.6566553979662446,0.1289368219320817,0.4287848580480866,B,B-,B-,A-,D,B-,C,B-
148,Finger Lakes,-0.5771056416489939,1.0029890008340911,0.699086549597929,1.2004667463585514,0.8926832727147086,0.2054980126560429,-0.3732348804836792,0.43576900857552137,C-,B,B-,B,B,C,C-,B-
149,Long Island,0.4281450840993127,0.09620601854855379,0.6394697519246348,0.7700016310634968,0.7758454088868956,1.0108285205210603,1.71092117305999,0.7759167983005634,B-,C,B-,B,B,B,A-,B
150,Mid-Hudson,-0.3935871152528637,0.08039316469505484,0.751083671227918,0.7067395900562734,-0.1483232762907296,-1.1523622683574692,1.1660925752364186,0.14429090590208604,C-,C,B,B-,C,D,B,C
151,Mohawk Valley,0.8608361246575771,0.9689140887231931,-0.7856791145499417,-0.8639519241997592,-0.347930655814359,0.294796180935298,-1.354167154771897,-0.17531177928855549,B,B,D,D,C-,B-,D-,C
152,New York City,0.08053585255173688,-0.1816765936485022,0.18593188444642944,0.35243718103291366,0.3283397224852054,-1.6211084483929052,0.4250132534757876,-0.061503878292762056,C,C,C,B-,B-,D-,B-,C
153,North Country,0.8608361246575771,0.14738997863560138,-1.1780376676257993,-1.3029328842441343,1.936560803423411,-0.08085416849585104,-1.5493428383234835,-0.1666258074246684,B,C,D,D-,A,C,D-,C
154,Southern Tier,-2.166653181092217,0.7933572158851122,-0.09097310700418126,-0.6613245891839562,-0.8718515058818873,-1.1463300325596941,-0.3365441818503828,-0.6400456259553151,E,B,C,C-,D,D,C-,C-
155,Western NY,-0.8146794972872837,-2.1632011275023717,-1.9614835520418896,-1.0113739748844424,-0.19931842341233288,0.436003632400168,0.16957324887047429,-0.792068527693954,D,E,E,D,C,B-,C,D
